Country,Total populationa (000s) / Male,Total populationa (000s) / Female,Total populationa (000s) / Both sexes,Life expectancy at birthb (years) / Male,Life expectancy at birthb (years) / Female,Life expectancy at birthb (years) / Both sexes,Healthy life expectancy at birthb (years) / Male,Healthy life expectancy at birthb (years) / Female,Healthy life expectancy at birthb (years) / Both sexes,Maternal mortality ratioc (per 100 000 live births),Proportion of births attended by skilled health personneld (%),Under-five mortality ratee (per 1000 live births),Neonatal mortality ratee (per 1000 live births),New HIV infectionsf (per 1000 uninfected population),Tuberculosis incidenceg (per 100 000 population),Malaria incidenceh (per 1000 population at risk),Hepatitis B surface antigen (HBsAg) prevalence among children under 5 yearsi (%),Reported number of people requiring interventions against NTDsj,"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70k (%)",Suicide mortality ratek (per 100 000 population),Total alcohol per capita (≥ 15 years of age) consumptionl (litres of pure alcohol),Road traffic mortality ratek (per 100 000 population),Proportion of women of reproductive age who have their need for family planning satisfied with modern methodsm (%),Adolescent birth raten (per 1000 women aged 15–19 years),Adolescent birth raten (per 1000 women aged 10-14 years),UHC: Service coverage indexo,Population with household expenditures on health > 10% of total household expenditure or incomep (%),Population with household expenditures on health > 25% of total household expenditure or incomep (%),Age-standardized mortality rate attributed to household and ambient air pollutionq  (per 100 000 population) ,Mortality rate attributed to exposure to unsafe WASH servicesr (per 100 000 population),Mortality rate from unintentional poisoningk (per 100 000 population),Age-standardized prevalence of tobacco use among persons 15 years and olders  (%) ,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-oldst (%),Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended aget (%) ,Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year oldst (%),Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girlst (%),"Total net official development assistance to medical research and basic health sectors per capitau (US$), by recipient country

",Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basisv (%),Density of medical doctorsw (per 10 000 population) ,Density of nursing and midwifery personnelw (per 10 000 population) ,Density of dentistsw (per 10 000 population) ,Density of pharmacistsw (per 10 000 population) ,Average of 13 International Health Regulations core capacity scoresx,Proportion of bloodstream infections due methicillin-resistant Staphylococcus aureusy (%),Proportion of bloodstream infection due to Escherichia coli resistant to 3rd-generation cephalosporiny (%),Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE)z (%),Prevalence of stunting in children under 5aa (%),Prevalence of wasting in children under 5aa (%),Prevalence of overweight in children under 5aa (%),Prevalence of anaemia in women of reproductive age (15–49 years)ab  (%),Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 monthsac (%) ,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetimeac (%) ,Proportion of population using safely-managed drinking-water servicesad (%),Proportion of population using safely-managed sanitation servicesad (%),Proportion of population using a hand-washing facility with soap and waterad (%),Proportion of safely treated domestic wastewater flowsae (%),Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending planaf (constant 2020 US$ millions),Proportion of population with primary reliance on clean fuels and technologyag (%),Annual mean concentrations of fine particulate matter (PM2.5) in urban areasag (µg/m3),Mortality rate due to homicidek (per 100 000 population),Number of cases of poliomyelitis caused by wild poliovirus (WPV)ah,Age-standardized prevalence of hypertension among adults aged 30-79 yearsai (%),Prevalence of obesity among children and adolescents (5–19 years)aj (%),Age-standardized prevalence of obesity among adults (18+ years)aj (%)
Democratic Republic of the Congo,44710,44851,89561,60,64.8,62.4,52.8,55.4,54.1,473,85,81,27,0.18,319,324.2,3.28,54963277,24,6.7,1.1,34.9,33,109,3.4,39,4.8,0.6,163.9,59.8,2,12.8,57,NaN,58,NaN,6.7,NaN,3.8,11.1,NaN,0.2,43,NaN,NaN,4.4,40.8,6.4,4.2,42.4,36,47,19,13,19,12,71.51,4,43.4,12.8,0,34.3,2.2,6.7
Denmark,2879,2913,5792,79.6,83,81.3,70.7,71.4,71,4,95,4,3,0.02,5,NaN,0.68,0,10.8,10.7,10.1,3.7,NaN,1.6,0,85,NaN,NaN,13.2,0.3,NaN,17.5,97,90,96,70,NaN,NaN,42.2,105.4,7.2,5.4,95,2,7,16.8,NaN,NaN,NaN,12.2,3,23,97,92,NaN,96,NaN,100,10.1,1.1,0,35.9,7.2,19.7
Djibouti,519,469,988,64.1,67.8,65.8,57.2,58.9,58,248,87,56,30,0.13,224,97.6,0.26,110561,22,9.6,0.4,23.5,NaN,NaN,NaN,48,1.5,0.3,159,31.3,2.5,NaN,70,60,70,NaN,14.02,NaN,2.2,7.3,0.2,2.3,41,0,0,4.3,34,21.5,7.2,32.3,NaN,NaN,NaN,37,NaN,11,26.43,10,38.2,6.6,0,34.2,5.3,13.5
Dominica,NaN,NaN,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,35,30,NaN,47,NaN,0.2,399,NaN,NaN,7.2,NaN,NaN,NaN,NaN,67,NaN,NaN,NaN,NaN,NaN,NaN,97,90,NaN,69,13.42,NaN,11,61,1.1,NaN,63,NaN,NaN,7.6,NaN,NaN,NaN,20.8,NaN,NaN,NaN,NaN,NaN,NaN,0.62,89,21.6,NaN,NaN,47.7,15,27.9
Dominican Republic,5418,5430,10848,69.8,76.2,72.8,62.1,66.1,64,95,99,34,23,0.32,41,0.2,0.1,2612634,19.1,4.9,6.7,64.6,81.7,51,0.8,66,8.2,0.9,43,2.2,0.4,10.6,82,55,69,7,0.84,NaN,14.5,14.6,2.3,1.2,65,NaN,NaN,16.3,5.9,2.4,7.6,26.4,10,19,NaN,NaN,47,NaN,191.97,92,16.5,17.8,0,49.1,15,27.6
Ecuador,8824,8819,17643,76.4,80.5,78.4,67.7,69.3,68.5,59,97,13,7,0.12,48,3.8,0.09,17609,11,7.6,3.3,20.1,79.4,58.4,2.2,80,10.3,2.4,24.5,0.6,0.3,11.3,70,70,76,36,0.67,50,22.2,25.1,3,0.4,66,NaN,NaN,13.3,23.1,3.7,9.8,17.2,8,33,67,42,87,31,61.99,94,19.7,7,0,27.2,9.4,19.9
Egypt,51703,50632,102334,69.6,74.1,71.8,62.3,63.7,63,37,92,19,10,0.03,11,NaN,0.2,2932815,28,3,0.1,10.1,80,46.9,0.5,70,31.1,6.1,108.9,2,0.2,24.3,94,94,NaN,NaN,0.33,NaN,7.5,19.3,2,4.6,86,100,90,4.7,22.3,9.5,17.8,28.3,15,30,NaN,67,90,46,365.28,100,73,4.1,0,38.2,17.6,32
El Salvador,3036,3450,6486,70.6,79.1,75,61.6,67.8,64.9,46,100,13,6,0.13,55,NaN,0.02,1416732,10.7,6,4.1,20.9,80,51.8,2,76,1.7,0.3,41.9,2,0.2,7.9,72,56,78,NaN,2,NaN,28.7,18.3,8.7,6.5,94,NaN,NaN,16.9,11.2,2.1,6.6,10.6,6,21,NaN,NaN,NaN,13,278.09,92,29.3,85,0,32.7,11.7,24.6
Equatorial Guinea,780,623,1403,60.9,63.6,62.2,53.4,54.1,53.9,301,NaN,78,29,NaN,280,240.8,6.07,429326,22.1,7.9,6.9,27.2,NaN,NaN,NaN,43,NaN,NaN,177.7,22.3,1.6,NaN,53,NaN,NaN,NaN,0.59,NaN,4,3.1,NaN,NaN,34,NaN,NaN,3.9,19.7,NaN,9.3,44.5,29,46,NaN,NaN,NaN,NaN,0.01,24,45,3.3,0,38.1,2.3,8
Eritrea,1778,1769,3546,61.3,67.1,64.1,53.9,57.7,55.7,480,NaN,39,18,0.07,81,44.8,1.02,296052,26.8,10.9,2.1,37.9,NaN,NaN,NaN,50,NaN,NaN,173.7,45.6,3.3,7.5,95,85,95,NaN,6.18,NaN,0.8,14.4,0.5,1.3,41,NaN,NaN,2.4,49.1,NaN,2.1,37,NaN,NaN,NaN,NaN,NaN,NaN,1.93,9,35.4,11,0,23.7,2.1,5
Estonia,628,698,1327,74.7,82.6,78.9,66.4,71.7,69.2,9,100,2,1,0.16,10,NaN,0.29,1,14.9,14.9,10.8,4.5,NaN,8.5,0.1,78,NaN,NaN,25,NaN,0.6,29.7,91,87,NaN,55,NaN,NaN,34.7,66.1,9.8,7.2,NaN,NaN,NaN,12.9,1.2,1.5,5.7,21.7,4,21,96,93,NaN,91,NaN,100,6.7,2.1,0,40.2,6.3,21.2
Eswatini,570,590,1160,53.4,63.2,57.7,47.1,53.8,50.1,437,88,47,20,5.28,319,0.7,0.83,406184,35.2,29.4,8.8,33.5,82.9,87.1,1.2,58,5,1.3,137,27.9,3.3,9.2,83,70,83,NaN,3.24,NaN,1.4,25.1,0.2,0.4,41,2,NaN,10,22.6,2,9.7,30.7,18,NaN,NaN,NaN,24,18,10.12,55,19.8,18.5,0,42.5,6,16.5
Ethiopia,57517,57447,114964,66.9,70.5,68.7,59,60.8,59.9,401,50,49,27,0.12,132,54.1,1.59,75731040,17.1,5.4,2.2,28.2,63.6,73.5,0.5,38,2.1,0.3,144.4,43.7,3.3,5.1,71,46,67,76,3.17,NaN,1.1,7.8,NaN,0.5,72,60,67,4.8,35.3,7.2,2.6,23.9,27,37,13,7,8,NaN,155.09,8,31.1,7.2,0,27.4,1.1,4.5
Fiji,454,442,896,65.9,70.3,68,58.5,60.7,59.6,34,100,27,12,0.16,66,NaN,0.13,921225,37.7,9,3.7,13.5,NaN,23.1,0.1,61,NaN,NaN,99,2.9,0.3,23.1,99,94,99,89,13.73,NaN,8.6,39.6,1.2,1.1,54,NaN,NaN,8.3,7.5,NaN,5.2,32,23,52,NaN,NaN,NaN,NaN,2.61,51,11.1,2.2,0,38.6,11.5,30.2
Finland,2732,2808,5541,79.2,84,81.6,69.9,72,71,3,100,2,1,NaN,4,NaN,0.81,3,9.6,15.3,10.7,3.9,NaN,4.1,0,83,6.7,0.7,7.2,NaN,0.4,21.6,91,93,89,NaN,NaN,NaN,46.4,223.1,10.8,19.2,85,1,7,13.8,NaN,NaN,NaN,10.9,8,23,100,84,NaN,92,NaN,100,6.5,1.2,0,35.9,9.1,22.2
France,31589,33684,65274,79.8,85.1,82.5,71.1,73.1,72.1,8,98,4,3,NaN,8,NaN,0.15,120,10.6,13.8,12.2,5.1,NaN,7.5,0.1,84,NaN,NaN,9.7,0.3,0.3,33.4,NaN,NaN,NaN,33,NaN,NaN,32.7,117.8,6.5,10.6,86,12,10,15.1,NaN,NaN,NaN,10.6,5,22,99,79,NaN,93,NaN,100,12.2,0.8,0,29.1,8.1,21.6
Gabon,1133,1093,2226,63.6,69.7,66.5,56,59.3,57.6,252,89,42,20,0.48,527,215.5,2.12,870003,21.3,8.4,8.1,23.9,44,91,NaN,49,3.8,0.7,76,20.6,1.3,NaN,63,NaN,NaN,NaN,3.13,NaN,6.5,21.1,0.2,1.1,33,NaN,NaN,9.6,14.4,3.4,7.4,52.4,22,41,NaN,NaN,NaN,NaN,0.8,88,41.5,8.5,0,37.4,4.2,15
Gambia,1199,1218,2417,63.4,67.7,65.5,56.4,57.7,57,597,84,49,26,0.93,157,87.3,1.6,168211,21.1,4.8,3.4,29.6,39.7,64.8,1.1,48,0.2,NaN,237,29.7,1.8,11.1,NaN,NaN,NaN,NaN,15.37,NaN,0.8,9.5,NaN,NaN,44,NaN,NaN,4.4,16.1,5.1,2.3,49.5,10,25,45,29,18,11,1.83,2,58.4,8.3,0,37.6,2.8,10.3
Georgia,1901,2088,3989,68.8,77.8,73.3,61.4,67.9,64.7,25,100,9,5,0.17,70,NaN,0.06,81,24.9,9.2,9.5,12.4,50.5,27.3,0,65,31.2,9.7,101.8,0.2,0.6,31.7,88,77,82,22,1.99,NaN,51.1,55.5,6.2,0.9,63,20,44,9.4,5.7,0.6,7.6,27.5,3,10,66,34,92,46,35.27,89,27,2.3,0,44.5,6.8,21.7
Germany,41416,42368,83784,78.7,84.8,81.7,69.7,72.1,70.9,7,96,4,2,0.03,6,NaN,0.21,116,12.1,12.3,12.8,3.8,NaN,6.9,0.1,86,NaN,NaN,16,0.6,0.3,22,93,93,83,43,NaN,NaN,44.3,141.9,8.5,6.6,85,6,10,20.1,1.6,0.3,4.1,11.7,5,21,100,97,NaN,99,NaN,100,11.8,0.9,0,29.7,8.9,22.3
Ghana,15750,15323,31073,63.7,69.2,66.3,56.5,59.6,58,308,79,45,23,0.63,143,162.8,2.13,17220101,22.5,6.6,2.8,25.7,40.4,78,0.7,45,1.3,0.1,203.8,18.8,1.7,3.5,94,79,95,NaN,4.09,12.5,1.7,36.2,0.2,0.4,46,NaN,64,6.5,14.2,6.8,2.9,35.4,10,24,41,13,42,12,69.51,22,55.6,6.1,0,33.9,2.1,10.9
Greece,5116,5307,10423,78.6,83.6,81.1,69.9,71.9,70.9,3,100,4,2,0.09,5,NaN,0.14,41,12.5,5.1,10.5,8.3,NaN,8.7,0.4,78,16.9,1.6,27.6,NaN,0.2,33.5,99,83,96,NaN,NaN,NaN,63.1,37.3,12.9,10.9,71,41,25,7.9,2.2,NaN,13.9,15.1,5,18,100,92,NaN,93,NaN,100,15,1,0,31.3,13.8,24.9
Grenada,57,56,113,70.6,75.3,72.9,62.6,65.4,63.9,25,100,16,11,NaN,3,NaN,0.12,253,23.3,0.7,9,8,NaN,35.9,1.1,70,NaN,NaN,45.3,0.3,NaN,NaN,72,79,NaN,32,9.26,NaN,14.4,62.8,2,6.8,NaN,NaN,NaN,9.4,NaN,NaN,NaN,19.2,8,28,NaN,NaN,NaN,NaN,5.23,89,23.1,6.6,0,46.6,10.7,21.3
Guatemala,8827,9088,17916,69,75,72,60.5,64.1,62.3,95,70,24,11,0.05,27,NaN,0.03,5052069,16.5,5.9,1.6,22.9,66.1,63.3,1.7,57,11.4,3.8,73.8,6.3,1.6,10.9,83,79,86,20,1.45,NaN,12.4,22.4,2.5,1.2,45,NaN,NaN,17.6,42.8,0.8,5.1,7.4,7,21,56,NaN,NaN,NaN,8.59,50,30.9,25.1,0,32.2,9.9,21.2
Guinea,6353,6780,13133,59.5,62.3,61,52.9,53.7,53.3,576,55,96,30,0.42,179,319.5,6.07,8180533,24.9,7,1.1,29.7,37.7,120,4.4,37,7,1.2,243.3,44.6,2.3,NaN,47,NaN,NaN,NaN,5.4,12.5,2.2,5.8,NaN,0.2,47,NaN,NaN,6.2,29.4,9.2,5.7,48,21,37,NaN,NaN,20,NaN,10.66,2,53.8,8.8,0,40.9,1.7,7.7
GuineaNaNBissau,963,1005,1968,57.4,63,60.2,51.1,54.1,52.6,667,54,77,35,0.88,361,88.9,2.11,1892353,24.9,7,5.5,32.2,60,84,1.6,37,NaN,NaN,214.7,35.3,2.3,9,74,NaN,74,NaN,15.44,NaN,2,7.9,NaN,NaN,46,NaN,NaN,2.8,28,6.4,3.4,48.1,NaN,NaN,24,12,18,21,2.21,1,55,9,0,38,2.4,9.5
Guyana,396,391,787,62.5,69.4,65.7,55.1,59.7,57.2,169,98,28,17,0.43,79,28.2,0.4,685741,29.2,40.3,5.3,22.3,51.5,64.9,1.3,74,NaN,NaN,107.8,3.6,NaN,12.1,99,97,89,25,1.99,NaN,14.2,35.3,0.7,0.6,93,NaN,NaN,10.3,9,6.4,6.6,31.7,10,31,NaN,NaN,NaN,NaN,2.45,81,26.8,24.7,0,40,10,20.2
Haiti,5626,5776,11403,63.3,64.8,64.1,55.9,55.8,55.8,480,42,60,25,0.45,168,3.7,1.04,4363545,31.3,9.6,3,18.8,45.4,54.8,1.3,47,11.5,4,184.3,23.8,1.4,7.7,51,41,51,NaN,6.25,NaN,2.3,4,0.2,0.3,54,NaN,NaN,5.4,20.4,3.7,3.7,47.7,12,23,NaN,NaN,22,NaN,30.18,4,19.5,20.7,0,42.9,10.9,22.7
Honduras,4949,4956,9905,70.7,73.2,71.9,62.7,63.3,63,65,94,16,9,0.07,30,0.1,0.03,2210111,18.7,2.1,3.9,16.1,76,97.1,2.5,63,NaN,NaN,60.7,3.6,0.5,NaN,80,79,80,47,7.17,NaN,5,7.3,0.3,NaN,58,NaN,NaN,11.1,19.9,1.4,5.7,18,7,17,NaN,50,NaN,NaN,64.6,48,25.4,66.9,0,33.9,9.6,21.4
Hungary,4598,5062,9660,73.1,79.6,76.4,65,69.3,67.2,12,100,4,2,NaN,5,NaN,0.9,1,22.1,16.6,11.1,7.7,NaN,21.1,0.2,73,NaN,NaN,38.8,0.2,0.5,31.8,99,99,99,NaN,NaN,NaN,60.6,69.2,7.4,8.4,68,NaN,NaN,9.4,NaN,NaN,NaN,19.7,6,19,93,88,NaN,90,NaN,100,16.7,1.4,0,48.3,11.1,26.4
Iceland,171,170,341,80.8,83.9,82.3,71.7,72.3,72,4,97,2,1,0.04,3,NaN,0.15,0,8.7,11.9,9.2,2,NaN,4.4,0,87,NaN,NaN,8.7,0.1,1,12,93,93,93,91,NaN,NaN,41.4,167.8,8.5,6.1,76,NaN,NaN,16.4,NaN,NaN,NaN,10.3,3,21,100,84,NaN,73,NaN,100,5.8,1.2,0,27.5,9.9,21.9
India,717101,662903,1380004,69.5,72.2,70.8,60.3,60.4,60.3,145,89,33,20,0.04,188,3.2,0.16,751758629,21.9,12.7,5.6,15.6,72.8,12.2,0.2,61,17.3,6.5,184.3,18.6,0.3,27.2,85,81,21,NaN,0.26,NaN,7.4,17.5,1.6,8.7,84,65,87,3.4,30.9,17.3,1.9,53,18,35,NaN,46,68,27,305.48,68,78.2,3.8,0,31.1,2,3.9
Indonesia,137718,135806,273524,69.4,73.3,71.3,61.9,63.8,62.8,177,95,23,12,0.1,301,2.9,1.3,86492939,24.8,2.4,0.2,11.3,77,36,0.3,59,4.5,0.9,112.4,7.1,0.3,37.6,77,49,4,7,0.5,NaN,6.2,39.5,1.2,0.9,64,36,76,8.7,31.8,10.2,11.1,31.2,9,22,NaN,NaN,94,NaN,185.28,84,20.7,4.3,0,40.3,6.1,6.9
Iran (Islamic Republic of),42408,41585,83993,75.7,79.1,77.3,66,66.5,66.3,16,99,13,8,0.03,13,0,0.05,5,14.8,5.2,1,21.5,NaN,27.6,0.5,77,15.3,3.5,50.9,1,1,13.6,99,98,NaN,NaN,0.27,NaN,15.8,20.8,4.5,2.9,86,44,69,21.4,6.3,NaN,9.4,24.1,18,31,94,NaN,NaN,22,1.09,96,33.7,3.1,0,26.2,9.8,25.8
Iraq,20358,19865,40223,69.9,75,72.4,61.6,63.7,62.7,79,96,25,14,NaN,27,NaN,0.29,2170486,23.5,3.6,0.4,27.3,53.7,70,1.6,55,3.7,0.9,75.1,3,0.2,18.5,74,93,0,NaN,1.98,NaN,9.7,23.9,3.5,4.1,46,86,95,6,11.6,3,9,28.6,NaN,26,60,43,97,37,69.87,99,56.4,14.4,0,48.1,14.4,30.4
Ireland,2451,2486,4938,80.2,83.5,81.8,70.7,71.4,71.1,5,100,3,2,0.08,5,NaN,0.04,1,9.7,9.6,12.7,3.1,NaN,5.7,0,83,NaN,NaN,11.9,NaN,0.3,20.8,94,NaN,86,77,NaN,NaN,34.9,179.8,6.7,13.7,66,14,11,20.3,NaN,NaN,NaN,12.1,3,16,97,83,NaN,83,NaN,100,8.5,0.8,0,32.3,9.8,25.3
Israel,4308,4347,8656,80.8,84.4,82.6,72,72.7,72.4,3,NaN,4,2,NaN,2,NaN,0.05,88,8.8,5.3,4.4,3.9,NaN,8.3,0,84,10.7,1.8,15.4,0.2,NaN,21.2,98,96,94,55,NaN,NaN,36.3,119.9,11.7,9.9,NaN,NaN,NaN,12.1,NaN,NaN,NaN,12.9,6,NaN,99,95,NaN,93,NaN,100,18.6,1.2,0,29.1,11.9,26.1
Italy,29438,31024,60462,80.9,84.9,83,71.2,72.6,71.9,2,100,3,2,0.04,7,NaN,0.33,35,9,6.7,8,5.3,NaN,3.7,0,83,NaN,NaN,15,0.1,0.3,23.1,94,86,91,27,NaN,NaN,39.5,62.7,8.4,12.1,72,37,29,13.2,NaN,NaN,NaN,13.6,4,16,96,96,NaN,95,NaN,100,15.3,0.7,0,33.8,12.5,19.9
Jamaica,1470,1492,2961,74.4,77.7,76,65.9,67.3,66.6,80,100,13,9,0.53,2,NaN,0.55,824,16.9,2.4,4.2,15.1,NaN,51.7,0,70,NaN,NaN,25.4,0.6,NaN,9.4,96,89,NaN,3,1.49,NaN,5.3,9.4,0.9,0.2,88,NaN,NaN,13.3,8.5,3.3,6.8,19.9,7,24,NaN,NaN,NaN,NaN,0.38,83,15.4,50.3,0,46.3,13,24.7
Japan,61753,64723,126476,81.5,86.9,84.3,72.6,75.5,74.1,5,100,2,1,0.01,12,NaN,0.96,5,8.3,15.3,10.1,3.6,NaN,2.8,0,85,10.5,1.9,11.9,0.2,0.2,20.1,96,95,95,1,NaN,NaN,24.8,119.5,8,18.9,98,36,21,24.2,5.5,NaN,2.4,19,4,20,99,81,NaN,98,NaN,100,13.7,0.2,0,31.4,3.3,4.3
Jordan,5166,5037,10203,77,78.8,77.9,68.1,67.2,67.6,46,100,15,9,0.01,5,NaN,0.56,23,15.3,1.6,0.5,17,56.7,27,0.4,60,NaN,NaN,51.2,0.6,0.5,34.8,77,90,NaN,NaN,11.29,NaN,26.6,33.5,7.8,10.4,52,58,65,12.8,7.3,2.4,7.1,37.7,13,24,86,82,NaN,82,366.71,100,32.8,2.7,0,37.7,12.9,35.5
Kazakhstan,9113,9664,18777,70,77.6,74,62.4,67.4,65,10,100,10,5,0.19,69,NaN,0.15,664,22.4,17.6,5,12.7,73.2,24.6,0,76,2.5,0.1,62.7,0.4,1.9,23.2,88,91,89,NaN,0.39,NaN,40.7,72.9,2.9,8.1,88,NaN,NaN,8.2,6.7,3.1,8.8,28.7,6,16,89,NaN,NaN,36,0.64,93,25.6,5.1,0,41.9,6.5,21
Kenya,26719,27053,53771,63.7,68.4,66.1,56.4,58.9,57.7,342,70,42,20,0.72,259,50.9,0.4,8596922,21,6.1,2.1,28.3,74.4,81.1,0.7,56,5,1.3,78.1,51.2,2.4,11.1,89,49,90,16,4.02,NaN,1.6,11.7,0.2,0.2,57,25,0,8.3,19.4,4.2,4.5,28.7,23,38,NaN,NaN,27,NaN,196.23,20,24.1,5.6,0,33.2,2.3,7.1
Kiribati,59,61,119,56.1,62.8,59.4,50.5,54.9,52.6,92,92,50,21,NaN,425,NaN,1.57,124250,50.8,28.3,2.3,1.9,53.1,50.6,1.8,51,NaN,NaN,140.2,16.7,2.6,40.6,92,57,91,NaN,58.92,NaN,2,38.3,0.7,0.3,64,NaN,NaN,7.4,14.9,3.5,2.4,32.6,25,53,15,27,56,31,5.01,10,11.6,4.8,0,42.3,23,46
Kuwait,2614,1656,4271,79.3,83.9,81,69.5,71.1,70.1,12,100,9,5,NaN,19,NaN,0.03,16,11.9,2.9,0,15.4,NaN,6.2,0,70,NaN,NaN,103.8,NaN,0.4,17.9,NaN,NaN,NaN,NaN,NaN,NaN,23.4,46.8,6.7,4.9,83,100,100,8.9,6,2.5,7.1,23.7,NaN,NaN,100,100,NaN,85,NaN,100,65,1.8,0,40.5,22.9,37.9
Kyrgyzstan,3227,3297,6524,70.7,77.3,74.2,63.6,67.7,65.8,60,100,18,12,0.11,105,NaN,0.15,2169854,20.3,7.4,4.9,12.7,64.6,34,0,70,3.5,0.7,110.7,0.8,0.9,25.4,87,93,90,NaN,3.77,0,22.1,56,1.9,0.4,41,NaN,NaN,7.1,11.4,2,5.8,35.8,13,23,70,92,100,19,24.43,77,28.2,4.6,0,40.9,3.9,16.6
Lao People's Democratic Republic,3652,3624,7276,66.2,70.9,68.5,59.2,61.9,60.5,185,64,44,22,0.13,149,1.5,0.68,2052528,26.8,5.4,12.1,17.9,72.3,83.4,2.6,50,NaN,NaN,188.5,11.3,0.6,31.8,79,47,77,NaN,8.61,25.3,3.5,11.9,0.8,2.3,38,50,51,4.7,30.2,9,3,39.5,8,19,18,61,56,10,73.98,8,21.8,6.6,0,28.5,4.7,5.3
Latvia,869,1017,1886,70.6,79.8,75.4,62.9,69.3,66.2,19,100,4,2,NaN,23,NaN,0.27,2,21.6,20.1,13.2,8.1,NaN,10.8,0,72,21.4,5.7,41.3,NaN,1.2,37,99,94,91,57,NaN,NaN,34,44.3,7.1,8.7,69,14,33,10.4,NaN,NaN,NaN,21.6,6,25,96,83,NaN,93,NaN,100,14.4,5,0,43.9,7,23.6
Lebanon,3436,3390,6825,74,79.2,76.4,65.1,67,66,29,NaN,7,4,0.03,13,NaN,0.07,0,19.9,2.8,1.5,16.4,NaN,11.7,NaN,72,26.6,6.3,51.4,0.8,0.6,38.2,71,64,74,NaN,12.3,52.5,22.1,16.7,10.2,12.9,66,35,56,13.4,10.4,NaN,19.7,28.3,NaN,NaN,48,16,NaN,NaN,120.77,NaN,30.7,4.2,0,38.1,13.9,32
Lesotho,1057,1085,2142,47.7,54.2,50.7,42.3,46.4,44.2,544,87,90,44,4.91,650,NaN,1.22,387421,42.7,72.4,5.1,31.9,82.8,90.8,0.1,48,NaN,NaN,177.6,44.4,5.2,24.3,87,69,87,NaN,2.88,NaN,4.7,32.6,0.2,1.9,37,NaN,NaN,8.8,32.1,2.1,7.2,27.9,16,40,29,48,6,NaN,9.94,40,25.8,43.5,0,40.1,5,16.6
Liberia,2543,2515,5058,63.2,65,64.1,54.9,55,54.9,661,84,78,31,0.29,314,358,4.66,3180960,17.8,4.4,5.4,38.9,41,128,3.8,42,6.8,1.1,170.2,41.5,1.7,8.2,65,30,65,18,10.02,NaN,0.5,19.5,NaN,2.2,54,13,40,4,28,3.4,4.7,42.6,27,43,NaN,NaN,NaN,NaN,24.5,1,52,9.7,0,39.4,1.9,9.9
Libya,3469,3403,6871,74.2,77.3,75.8,64.9,65.5,65.2,72,100,11,6,0.05,59,NaN,0.43,4026,18.6,4.5,NaN,21.3,24,10.9,NaN,60,NaN,NaN,71.9,0.6,0.8,NaN,73,72,73,NaN,4.77,NaN,20.9,65.3,8.8,6,45,83,62,NaN,43.5,10.2,25.4,29.9,NaN,NaN,NaN,22,NaN,17,0.01,NaN,46.4,2.1,0,42.7,14.6,32.5
Lithuania,1260,1462,2722,71.2,80.4,76,63.4,69.7,66.7,8,100,3,2,NaN,29,NaN,0.05,0,19.3,26.1,12.8,8.1,NaN,10.1,0.1,70,NaN,NaN,34,NaN,1.7,32,91,91,83,68,NaN,NaN,50.8,100.8,14,12.7,82,10,16,13.2,NaN,NaN,NaN,19.9,5,22,95,94,NaN,93,NaN,100,11.7,4.8,0,48,6.8,26.3
Luxembourg,317,309,626,80.6,84.2,82.4,71.1,72,71.6,5,NaN,3,2,NaN,6,NaN,0.06,3,9.7,11.3,12.4,4.1,NaN,3.8,0,86,3.5,0.3,11.6,NaN,0.2,21.1,99,90,96,NaN,NaN,NaN,30.1,121.7,9.8,7,60,3,11,10.9,NaN,NaN,NaN,10.2,4,20,99,97,NaN,96,NaN,100,10.2,0.5,0,30.5,8.3,22.6
Madagascar,13815,13876,27691,64.1,66.6,65.3,56.9,57.7,57.3,335,46,50,20,0.22,238,133.5,2.13,21390404,26,5.5,2,29.2,65.9,150.8,6.9,35,2.9,0.6,159.6,30.2,2.1,27.8,68,24,65,NaN,5.52,NaN,2,3,0.2,0.1,46,NaN,NaN,8,40.2,6.4,1.5,37.8,NaN,NaN,21,10,27,9,51.14,1,17.9,6.5,0,36.9,1.8,5.3
Malawi,9434,9696,19130,62.3,68.9,65.6,55.1,59,57.1,349,96,39,19,1.21,141,228.5,1.39,12761253,22.6,5.4,4.1,33.4,73.9,101.8,2.8,48,4.4,1,115,28.3,1.7,10.8,94,75,93,77,8.26,NaN,0.5,7.1,NaN,NaN,50,61,57,8.7,37,0.6,4.7,31.4,17,30,NaN,24,8,6,90.47,1,24.6,2.2,1,29.5,2,5.8
